Price,Emission Class_Euro 6,Registration_Year,Mileage(miles),Previous Owners,Emission Class_Euro 4
4225,False,2013,108600,1.0,False
6995,True,2013,58264,4.0,False
2950,False,2011,79000,4.0,False
10198,True,2016,50028,,False
15900,True,2019,62402,1.0,False
2999,False,2010,95000,4.0,False
4250,False,2014,77700,4.0,False
1890,False,2003,29809,3.0,True
3989,False,2010,62000,,False
3995,False,2005,87000,5.0,False
3900,False,2012,105950,2.0,False
2495,False,2008,51200,,True
2490,False,2008,90960,4.0,True
2250,False,2006,107000,6.0,True
2395,False,2009,61805,3.0,True
1299,False,2008,87000,5.0,True
15900,True,2019,62402,1.0,False
10698,True,2020,22782,,False
2975,False,2002,42500,2.0,True
1750,False,2011,95811,3.0,False
1595,False,2007,40000,6.0,True
6399,True,2016,92000,2.0,False
2295,False,2007,70000,,True
2799,False,2011,99061,,False
9198,True,2018,78691,,False
10698,True,2020,22782,,False
4900,True,2014,127900,3.0,False
3495,False,2011,108000,,False
4990,False,2010,76649,,False
5995,True,2015,94000,,False
2449,False,2008,79000,,False
5200,True,2015,120000,3.0,False
13990,True,2019,42817,1.0,False
9495,True,2018,61385,1.0,False
8990,False,2011,49000,1.0,False
7795,True,2017,51082,3.0,False
2950,False,2011,79000,4.0,False
10698,True,2020,22782,,False
10698,True,2020,22782,,False
3100,False,2011,61000,2.0,False
6199,False,2014,30000,1.0,False
3990,True,2016,138717,3.0,False
5490,False,2009,52500,,False
8990,False,2012,80429,5.0,False
3495,False,2006,109000,,True
6700,False,2012,80000,1.0,False
2495,False,2007,60000,2.0,True
2499,False,2010,75000,,True
3800,False,2007,115000,,True
1299,False,2008,87000,5.0,True
19800,True,2019,69690,1.0,False
10198,True,2016,50028,,False
1389,False,2005,117000,,True
1895,False,2005,136331,4.0,True
2275,False,2006,125200,5.0,True
3000,False,2001,94000,2.0,False
6700,False,1999,105000,7.0,False
3799,False,2010,81000,2.0,False
5995,True,2015,64992,,False
3400,True,2016,62000,3.0,False
3499,False,2011,81000,5.0,False
2750,False,2009,150662,1.0,False
2495,False,2010,149000,1.0,False
6900,True,2016,70189,3.0,False
6900,True,2016,70189,3.0,False
2240,False,2014,55000,4.0,False
1950,False,2010,116700,4.0,True
4000,False,2011,95257,3.0,False
2999,False,2008,106708,5.0,True
2100,False,2009,90207,3.0,True
2499,False,2009,81585,,True
1990,False,2009,115000,5.0,False
4250,False,2015,91500,3.0,False
4300,False,2014,81426,6.0,False
5500,False,2013,76221,3.0,False
2950,False,2011,105000,,False
6900,True,2016,70189,3.0,False
9600,True,2016,56984,4.0,False
2995,False,2013,103000,,False
5500,False,2011,65000,2.0,False
2995,False,2009,109886,3.0,False
8799,True,2016,36000,,False
4200,False,2017,96000,3.0,False
2440,False,2013,113790,2.0,False
6995,False,2010,70752,,False
5990,False,2013,69000,2.0,False
2495,False,2008,138000,,True
2395,False,2011,79987,,False
1750,False,2010,130000,4.0,True
9600,True,2016,56984,4.0,False
9600,True,2016,56984,4.0,False
3949,False,2010,95000,,False
1795,False,2007,70000,,True
5999,False,2011,82000,4.0,False
4995,False,2010,68157,3.0,True
13495,True,2016,58383,,False
2750,False,2007,137000,1.0,True
5480,False,2013,52624,1.0,False
9820,True,2018,31584,2.0,False
3250,False,2008,128000,,True
2495,False,2003,90000,2.0,False
999,False,2007,111400,2.0,True
10000,True,2017,46923,3.0,False
19800,True,2019,69690,1.0,False
7490,True,2016,96000,,False
3745,False,2012,81000,,False
1800,False,2010,102000,,False
12000,True,2020,20413,,False
3495,False,2007,82000,,True
6450,False,2007,95000,,True
4000,False,2006,89600,5.0,True
2200,False,2005,147601,,True
5999,False,2004,112000,5.0,False
3495,False,2009,85000,5.0,True
3495,True,2015,127000,,False
9600,True,2016,56984,4.0,False
10198,True,2016,50028,,False
2395,False,2011,96651,1.0,False
5950,False,2012,105500,1.0,False
2495,False,2008,42000,,True
3995,False,2006,105202,8.0,True
2145,False,2004,57000,5.0,True
2500,False,2005,33000,3.0,True
6699,False,2015,81000,2.0,False
2250,False,2012,100000,4.0,False
14299,True,2015,50000,,False
19698,True,2019,49068,,False
798,False,2008,140599,,True
9149,True,2016,55301,,False
9600,True,2016,56984,4.0,False
5300,False,2010,49400,3.0,False
5995,False,1992,157000,5.0,False
4495,False,2008,100000,1.0,True
2900,False,2010,76438,3.0,True
4100,False,2009,64800,3.0,True
2399,False,2006,70791,,True
2600,False,2008,189000,5.0,True
2995,False,2006,36878,2.0,True
6399,False,2014,68000,2.0,False
2999,False,2011,84066,4.0,False
2950,False,2011,105000,,False
8975,True,2017,86500,,False
8975,True,2017,86500,,False
3850,False,2009,74000,3.0,True
3250,False,2007,62000,,True
2497,False,2005,118000,2.0,True
3499,False,2006,36000,1.0,True
4495,False,2013,124000,3.0,False
5500,False,2015,97000,4.0,False
3800,False,2006,104000,,True
3785,False,2008,106250,,True
10799,True,2016,63000,2.0,False
3999,False,2011,71000,2.0,False
999,False,2007,111400,2.0,True
8975,True,2017,86500,,False
9149,True,2016,55301,,False
2100,False,2006,132000,7.0,True
2395,False,2006,96195,,True
3750,False,2007,78656,5.0,True
1995,False,2004,120000,6.0,True
1790,False,2006,72370,3.0,True
4950,False,2014,32331,2.0,False
2495,False,2003,1110100,4.0,True
6750,False,2013,33000,,False
4990,False,2015,114850,1.0,False
2500,False,2007,121480,3.0,True
2799,False,2011,99061,,False
9149,True,2016,55301,,False
8975,True,2017,86500,,False
5500,False,2014,62037,2.0,False
2495,False,2012,45000,4.0,False
2495,False,2012,64269,,False
2995,False,2014,39000,5.0,False
2499,False,2005,83000,5.0,False
5495,True,2015,74653,3.0,False
6740,True,2015,22116,1.0,False
4895,False,2007,106150,,True
6495,False,2011,66000,1.0,False
1250,False,1996,110000,,False
3495,True,2015,127000,,False
15900,True,2019,62402,1.0,False
8975,True,2017,86500,,False
3995,False,2013,75000,,False
6450,False,2011,53193,,False
2695,False,1997,25240,3.0,False
4000,False,2007,94000,2.0,False
1975,False,2007,111555,4.0,True
5530,True,2017,58700,2.0,False
2289,False,2012,120000,,False
2495,False,2008,121600,4.0,True
2889,False,2006,98000,,True
3495,True,2015,127000,,False
8975,True,2017,86500,,False
10198,True,2016,50028,,False
2490,False,2008,77935,4.0,True
2490,False,2009,84500,,True
4995,False,2013,87000,4.0,False
4450,False,2011,96866,2.0,False
5950,False,2011,140000,6.0,False
5699,False,2014,58000,,False
5490,False,2012,59858,2.0,False
6599,True,2015,55000,,False
5450,False,2013,75818,4.0,False
3230,False,2012,90400,1.0,False
1950,False,2012,93000,4.0,False
10198,True,2016,50028,,False
19800,True,2019,69690,1.0,False
8490,False,2014,50000,1.0,False
6295,False,2009,82147,,True
4690,False,2008,30000,1.0,True
5949,False,2016,145000,3.0,False
2495,False,2007,113400,4.0,True
7995,False,2012,50500,,False
4950,False,2010,118000,,True
2249,False,2005,125000,3.0,True
7900,True,2014,113000,3.0,False
1975,False,2005,100570,2.0,True
2950,False,2011,79000,4.0,False
19800,True,2019,69690,1.0,False
10000,True,2017,46923,3.0,False
3495,False,2006,87738,,True
3889,False,2010,74100,,False
10000,True,2017,46923,3.0,False
1480,False,2004,70000,,True
3995,False,2012,90000,4.0,False
7499,True,2014,55750,2.0,False
2999,False,2012,103310,3.0,False
13999,True,2013,115000,4.0,False
5000,False,2014,93000,2.0,False
2395,False,2009,89701,5.0,False
798,False,2008,140599,,True
10000,True,2017,46923,3.0,False
9600,True,2016,56984,4.0,False
3395,False,2010,92132,5.0,True
10000,True,2016,41579,,False
3000,False,2012,89321,4.0,False
1350,False,2003,126085,6.0,True
4950,False,2010,88000,,False
3990,False,2014,91000,2.0,False
3000,False,1998,67000,5.0,False
3495,False,2014,107504,3.0,False
4950,False,2010,104000,1.0,False
4490,False,2007,49411,4.0,True
1299,False,2008,87000,5.0,True
19800,True,2019,69690,1.0,False
10198,True,2016,50028,,False
3995,False,2013,72000,3.0,False
7995,False,2014,51000,1.0,False
2300,False,2006,49376,2.0,True
12000,True,2016,86000,4.0,False
3950,False,2005,125000,,False
1949,False,2001,96000,,True
7200,False,2012,71026,,False
3495,False,2014,152544,3.0,False
3675,False,2013,65000,3.0,False
8198,True,2019,27649,,False
2495,False,2010,149000,1.0,False
10198,True,2016,50028,,False
9198,True,2018,78691,,False
5345,False,2012,67000,,False
2695,False,2010,79732,,True
4500,False,2015,113200,2.0,False
4650,True,2014,67300,3.0,False
4495,False,2010,113000,2.0,False
3449,False,2013,55000,,False
6900,False,2012,35515,,False
4000,False,2014,51100,2.0,False
4950,False,2012,100000,4.0,False
6490,True,2008,14700,2.0,False
1299,False,2008,87000,5.0,True
10000,True,2017,46923,3.0,False
10198,True,2016,50028,,False
6995,True,2016,54100,2.0,False
2795,False,2012,83655,2.0,False
3550,False,2013,74000,3.0,False
3500,True,2015,78000,2.0,False
5700,False,2016,79910,2.0,False
2950,False,2011,82471,4.0,False
3295,False,2011,111695,3.0,True
4999,False,2013,56700,,False
2500,False,2010,80000,,True
6500,False,2007,64000,8.0,True
999,False,2007,111400,2.0,True
8975,True,2017,86500,,False
19800,True,2019,69690,1.0,False
2350,False,2008,77000,4.0,True
4195,False,2014,111535,1.0,False
7200,False,2012,71026,,False
8995,False,2012,87000,,False
3800,True,2013,64000,2.0,False
2950,False,2006,106000,4.0,False
2500,False,2009,108000,2.0,True
4889,True,2015,52000,,False
8495,True,2018,51878,1.0,False
12000,True,2016,55000,,False
2950,False,2011,79000,4.0,False
19800,True,2019,69690,1.0,False
10698,True,2020,22782,,False
2500,False,1988,124000,7.0,False
1789,False,2007,100000,,True
7995,True,2015,89000,3.0,False
7999,True,2016,37000,,False
3950,False,2005,135000,4.0,False
10198,True,2016,50028,,False
2490,False,2006,83000,4.0,True
5995,False,2015,108000,1.0,False
2399,False,2007,65700,2.0,True
5000,False,2009,118000,,False
1299,False,2008,87000,5.0,True
9149,True,2016,55301,,False
9600,True,2016,56984,4.0,False
4995,False,2009,132164,,True
2300,False,2008,77230,3.0,True
1900,False,2010,126000,2.0,False
6899,True,2016,70000,2.0,False
3799,False,2014,56200,,False
12000,True,2020,18992,,False
2995,False,2005,99000,5.0,True
5995,True,2014,86260,,False
1799,False,2009,126000,,True
6750,False,1987,121000,7.0,False
1299,False,2008,87000,5.0,True
9600,True,2016,56984,4.0,False
9600,True,2016,56984,4.0,False
6495,False,2011,68000,2.0,False
3889,False,2011,140000,,False
2995,False,2006,69400,,True
7299,True,2015,70000,2.0,False
3975,False,2013,65000,2.0,False
3295,False,2010,53000,,False
7999,True,2018,43000,,False
2490,False,2007,81645,8.0,True
4799,False,2008,67000,,True
6990,False,2015,43200,2.0,False
1950,False,2012,93000,4.0,False
9600,True,2016,56984,4.0,False
9149,True,2016,55301,,False
2275,False,2009,85000,2.0,True
1695,False,2005,57505,,True
5995,True,2015,69856,2.0,False
10698,True,2020,22782,,False
2995,False,2009,90000,7.0,True
6345,False,2013,86000,,False
8450,True,2015,101000,3.0,False
2500,False,2004,85000,,False
2100,False,2008,65316,7.0,True
1950,False,2012,93000,4.0,False
9149,True,2016,55301,,False
9149,True,2016,55301,,False
3500,False,2009,110350,4.0,False
1995,False,2009,81497,3.0,False
4580,False,2012,99000,2.0,False
2475,False,2007,70000,5.0,True
2495,False,2009,74765,,True
3095,False,2003,37000,3.0,True
2000,False,2003,108000,,False
6999,False,2015,69000,2.0,False
1995,False,2010,121261,2.0,True
3889,False,2004,65000,,False
2799,False,2011,99061,,False
9149,True,2016,55301,,False
2995,False,2009,47988,,True
2299,False,2008,156000,,True
495,False,2011,97000,7.0,False
999,False,1985,60000,,False
2395,False,2001,130100,5.0,False
1595,False,2008,81000,7.0,True
895,False,2008,117850,4.0,True
1000,False,2002,112153,,False
1295,False,2008,107000,5.0,True
995,False,2007,144100,4.0,True
750,False,1999,161000,8.0,False
1990,False,2012,120863,,False
2995,False,2009,47988,,True
2995,False,2006,81224,,True
2895,False,2012,70100,2.0,False
1495,False,2009,149000,,True
1195,False,2008,75677,,True
1000,False,2007,101000,3.0,True
1599,False,1997,57145,,False
1450,False,2010,135000,4.0,True
1695,False,2012,123000,4.0,False
750,False,2007,120000,5.0,True
4489,False,2014,61000,,False
795,False,2004,274100,6.0,False
2490,False,2007,42800,,True
2995,False,2006,81224,,True
10970,True,2019,91000,1.0,False
1595,False,2010,91000,,False
3295,False,2007,93000,,True
1995,False,2011,143222,3.0,False
1990,False,2012,120863,,False
3500,False,2014,102000,7.0,False
1450,False,2006,113000,3.0,True
2250,False,2006,82000,6.0,True
2395,False,2001,130100,5.0,False
2995,False,2007,79011,,True
2995,False,2006,81224,,True
1995,False,2013,118000,3.0,False
3195,False,2011,101296,4.0,False
1500,False,2005,138000,7.0,True
2495,False,2009,59000,2.0,True
1895,False,2008,110000,4.0,True
2295,False,2012,115000,3.0,False
1995,False,2013,114000,7.0,False
2999,False,2010,67473,5.0,False
2495,False,2012,144000,2.0,False
2500,True,2014,136842,1.0,False
795,False,2004,274100,6.0,False
2995,False,2006,81224,,True
10970,True,2019,91000,1.0,False
1875,False,2010,122000,5.0,False
2000,False,2005,75000,,True
2600,False,2008,117000,5.0,False
3695,False,2011,65000,4.0,False
1550,False,2010,73000,7.0,True
1995,False,2006,107000,3.0,True
2250,False,2007,52200,,True
2995,False,2008,112000,1.0,True
2895,False,2012,70100,2.0,False
3995,False,2010,87986,,False
2995,False,2006,81224,,True
2995,False,2009,105000,5.0,True
2895,False,2010,114000,4.0,True
1995,False,2009,76954,,True
1499,False,2008,113187,2.0,True
2490,False,2007,42800,,True
2495,False,2008,94000,,True
3995,False,2014,92000,4.0,False
1500,False,2015,155670,1.0,False
2420,False,2009,86400,5.0,True
4495,False,2012,62000,4.0,False
1499,False,2008,113187,2.0,True
2995,False,2006,81224,,True
10970,True,2019,91000,1.0,False
1995,False,2008,163100,1.0,True
1075,False,2008,142000,3.0,True
2295,False,2011,115000,4.0,False
2495,False,2011,72000,4.0,False
1875,False,2007,98710,9.0,True
1990,False,2004,35000,,True
2495,False,2009,99000,3.0,True
2995,False,2011,105000,3.0,False
1650,False,2008,109000,6.0,True
1795,False,2009,122000,4.0,True
2250,False,2007,52200,,True
3995,False,2010,87986,,False
4990,False,2014,67000,,False
2495,False,2012,96300,,False
1595,False,2010,114000,3.0,True
1595,False,2006,93000,4.0,True
4495,False,2012,79700,2.0,False
2450,False,2005,133000,1.0,True
2495,False,2012,122000,2.0,False
2495,False,2012,134000,8.0,False
1995,False,2010,90000,3.0,True
3849,False,2009,112340,,True
1795,False,2008,95000,,True
1995,False,2009,100000,4.0,False
3990,False,2009,108000,3.0,True
1995,False,2009,69000,4.0,True
2895,False,2012,70100,2.0,False
3195,False,2005,28408,,True
4990,False,2014,67000,,False
4899,False,2012,32833,1.0,False
2495,False,2012,106000,3.0,False
1595,False,2011,152000,4.0,False
2495,False,2006,85000,4.0,True
3999,False,2011,96988,2.0,False
2500,False,2010,90000,,True
3950,False,2011,49000,3.0,True
1995,False,2006,116000,5.0,False
1699,False,2006,67000,5.0,True
2495,False,2012,97000,3.0,False
1499,False,2008,113187,2.0,True
7990,False,2012,80000,,False
4990,False,2014,67000,,False
3470,False,2009,57000,,True
3495,False,1987,115000,4.0,False
2000,False,2007,151000,4.0,True
2295,False,2012,140000,2.0,False
1500,False,2011,116000,3.0,False
3775,False,2011,66556,,False
1949,False,2013,76129,,False
4993,False,2014,58000,3.0,False
2275,False,2002,115000,6.0,True
2995,False,2011,63000,,False
2500,True,2014,136842,1.0,False
7990,False,2012,80000,,False
2995,False,2007,61038,,True
1700,False,2006,171000,5.0,True
3195,False,2011,96000,5.0,True
1300,False,2008,131000,4.0,True
1990,False,2011,106022,,False
2495,False,2003,91000,,False
3295,False,2012,71000,3.0,False
2695,False,2007,104069,3.0,True
3495,False,2008,105000,3.0,True
1895,False,2011,135000,4.0,False
3995,False,2011,89861,4.0,False
2895,False,2012,70100,2.0,False
10970,True,2019,91000,1.0,False
2995,False,2009,47988,,True
2395,False,2006,36790,,True
3495,False,2013,80000,4.0,False
2995,False,2012,107000,2.0,False
4975,False,1990,96000,3.0,False
3495,False,2009,85489,,True
10970,True,2019,91000,1.0,False
2195,False,2008,93000,1.0,True
3995,False,2011,31000,3.0,False
2395,False,2011,82820,,False
6990,False,2011,79000,,False
3195,False,2008,89110,,True
8150,True,2014,88000,3.0,False
2395,False,2012,109720,,False
2995,False,2009,94000,4.0,False
2795,False,2010,82000,3.0,False
2850,False,2010,124610,,True
1990,False,2012,120863,,False
2995,False,2006,81224,,True
3995,False,2010,87986,,False
4776,False,2012,47000,,False
2500,False,2006,111563,2.0,True
2295,False,2011,115000,5.0,False
3550,False,2011,103206,,False
4495,False,2013,114000,3.0,False
1495,False,2004,172000,,False
3995,True,2016,106000,2.0,False
5495,False,2011,43000,2.0,False
2999,False,2011,135364,6.0,False
2490,False,2007,42800,,True
3995,False,2010,87986,,False
2995,False,2006,81224,,True
5995,False,2013,67000,7.0,False
1575,False,2006,118000,2.0,True
4495,False,2013,51000,2.0,False
2299,False,2009,69977,,True
3495,False,2012,71844,3.0,False
2999,False,2011,100300,2.0,False
2175,False,2009,156000,6.0,False
2395,False,2011,95000,2.0,False
7990,True,2016,47000,,False
10995,True,2014,86000,,False
995,False,2007,144100,4.0,True
2995,False,2006,81224,,True
7990,False,2012,80000,,False
7850,False,2013,74000,2.0,False
975,False,2003,86095,4.0,False
2195,False,2007,88802,,True
3595,False,2007,105000,,False
10995,True,2016,58000,3.0,False
6495,False,2013,88000,2.0,False
4000,False,2014,75200,2.0,False
1895,False,2009,109000,,False
7940,True,2017,85887,,False
1995,False,2007,72500,,True
2490,False,2007,42800,,True
3495,False,2009,85489,,True
7990,False,2012,80000,,False
4000,False,2013,139000,2.0,False
6400,True,2013,86000,5.0,False
2995,False,2006,82908,,True
4950,False,2013,88000,3.0,False
2699,False,2012,54000,5.0,False
3350,False,2006,149000,2.0,True
4500,False,2011,101000,5.0,False
1395,False,2006,49015,,True
1450,False,2002,126000,,True
5295,False,2012,82000,3.0,False
2395,False,2001,130100,5.0,False
3995,False,2010,87986,,False
2995,False,2009,47988,,True
1695,False,2004,99000,5.0,False
2395,False,2012,123000,6.0,False
2500,False,2008,73950,3.0,True
5199,False,2014,87610,,False
2500,True,2014,136842,1.0,False
3495,False,2009,85489,,True
10970,True,2019,91000,1.0,False
2495,False,2003,104000,4.0,False
6495,True,2016,103000,2.0,False
7000,False,2014,97000,3.0,False
4895,False,2013,81000,6.0,False
4769,True,2012,207734,,False
2879,False,2008,92250,,True
1995,False,2006,84000,,True
2790,False,2010,49400,2.0,True
2995,False,2013,89800,3.0,False
3200,False,2014,72000,2.0,False
995,False,2007,144100,4.0,True
10970,True,2019,91000,1.0,False
2995,False,2007,61038,,True
7695,True,2015,71000,3.0,False
5950,False,2013,77000,5.0,False
3495,False,2012,104000,4.0,False
3695,False,2008,61000,4.0,True
2495,False,2013,99000,5.0,False
3495,False,2005,70000,,True
2495,False,2011,83890,,False
2495,False,2008,100305,,False
3995,False,2008,75846,,True
5250,False,2012,119000,,False
795,False,2004,274100,6.0,False
2995,False,2007,61038,,True
2995,False,2007,61038,,True
4495,False,2009,76607,,False
2695,False,2010,67000,,False
6990,False,2011,70000,,False
4995,True,2016,80000,1.0,False
6275,False,2014,90000,2.0,False
2395,False,2008,95100,2.0,True
3900,False,2012,73885,3.0,False
6500,False,2011,99000,2.0,False
6000,False,2012,99000,,False
1795,False,2005,86714,,True
1895,False,2005,87100,5.0,True
4990,False,2014,67000,,False
2995,False,2007,79011,,True
6000,False,2013,123000,,False
4940,False,2011,84151,,False
6995,False,2014,59513,2.0,False
7646,False,2011,65000,6.0,False
2000,False,2009,131276,3.0,True
6795,True,2015,64111,2.0,False
4495,False,2009,86623,,True
12000,True,2015,96000,2.0,False
2395,False,2009,93600,3.0,True
5900,False,2009,119000,,False
1990,False,2012,120863,,False
2995,False,2007,79011,,True
2995,False,2006,81224,,True
5999,True,2015,45000,2.0,False
3300,False,2011,112000,3.0,False
3700,False,2007,127000,3.0,True
3450,False,2007,137800,4.0,True
3495,False,2009,35000,4.0,True
4500,False,2011,45400,3.0,False
2495,False,2009,123000,2.0,True
2400,False,2008,74000,2.0,True
4300,False,2013,115000,3.0,False
4995,False,2014,73824,,False
2250,False,2007,52200,,True
2995,False,2006,81224,,True
7990,False,2012,80000,,False
6179,True,2015,57000,,False
7179,False,2012,85220,,False
2485,False,2011,89727,3.0,False
9950,False,2014,85800,5.0,False
2499,False,2010,85000,5.0,False
2499,False,2012,95000,2.0,False
2500,False,2011,75000,2.0,False
1795,False,2006,91500,,True
2500,False,2009,117000,5.0,True
1499,False,2008,113187,2.0,True
7990,False,2012,80000,,False
2995,False,2007,61038,,True
6795,True,2015,51946,1.0,False
3900,False,2015,71000,3.0,False
1750,False,2009,95000,,True
2490,False,2007,30757,,True
2490,False,2007,66345,2.0,True
2490,False,2006,47195,2.0,True
3995,False,2008,78776,2.0,True
5250,True,2014,98700,4.0,False
3995,False,2007,99000,4.0,True
3995,False,2010,84617,4.0,False
995,False,2007,144100,4.0,True
2995,False,2007,79011,,True
2995,False,2009,47988,,True
5295,False,2012,94000,1.0,False
2000,False,2005,116000,3.0,True
3995,False,2011,131000,,False
3995,False,2014,140000,3.0,False
4750,False,2013,84538,,False
2495,False,2011,117000,3.0,False
2500,False,2013,104000,4.0,False
4500,False,2003,52462,1.0,False
6667,True,2014,32890,,False
4845,True,2016,110000,,False
1895,False,2005,87100,5.0,True
2995,False,2009,47988,,True
4990,False,2014,67000,,False
5444,False,2011,120000,,False
3995,False,2006,82032,,True
6250,False,2014,33000,,False
5817,False,2010,53860,3.0,False
6500,True,2015,51000,4.0,False
4450,False,2010,114000,7.0,False
6950,False,2012,116000,7.0,False
3095,True,2014,125000,2.0,False
11000,True,2018,44497,3.0,False
3696,False,2011,75250,2.0,False
1499,False,2008,113187,2.0,True
4990,False,2014,67000,,False
2995,False,2007,61038,,True
6895,True,2018,68292,1.0,False
2795,False,2012,100000,2.0,False
6145,False,2014,67990,,False
2500,False,2009,59000,1.0,True
7000,False,2010,81700,,True
6780,True,2015,69810,3.0,False
4100,False,2013,73000,5.0,False
4350,False,2010,71961,,True
2350,False,2009,138019,3.0,False
3490,False,2008,97000,,True
2490,False,2007,42800,,True
2995,False,2007,61038,,True
10970,True,2019,91000,1.0,False
7795,True,2013,102358,,False
11970,True,2020,52381,1.0,False
1850,False,2006,77000,3.0,True
2495,False,2010,87000,2.0,True
8888,False,2012,63409,,False
5495,False,2012,57000,,False
7495,False,2013,100409,3.0,False
9990,True,2018,36000,,False
1750,False,2008,114000,6.0,True
4895,False,2012,84000,,False
2895,False,2012,70100,2.0,False
10970,True,2019,91000,1.0,False
2995,False,2009,47988,,True
6595,True,2015,58875,2.0,False
6480,False,2010,67000,,False
3995,False,2013,114000,,False
2995,False,2013,82000,2.0,False
4995,False,2011,126000,3.0,False
7295,False,2014,33000,1.0,False
6980,True,2016,72000,,False
3995,False,2010,53000,,True
2795,False,2007,89747,,True
4990,False,2013,79000,3.0,False
2490,False,2007,42800,,True
2995,False,2009,47988,,True
10970,True,2019,91000,1.0,False
1995,False,2010,98000,7.0,True
2495,False,2013,98000,5.0,False
5695,False,2011,58737,4.0,False
1895,False,2001,61000,5.0,False
4995,False,2009,107000,,False
7724,False,2014,58298,2.0,False
8995,True,2015,65979,2.0,False
10995,False,2017,76000,,False
2200,False,2013,74275,4.0,False
2490,False,2007,68837,4.0,False
2395,False,2001,130100,5.0,False
7990,False,2012,80000,,False
3195,False,2005,28408,,True
7600,False,2010,79123,3.0,True
3195,False,2011,57000,3.0,False
1995,False,2008,144000,2.0,True
3652,False,2014,72549,1.0,False
2650,False,2010,75000,1.0,False
6000,True,2016,91000,2.0,False
4397,False,2014,95547,1.0,False
5295,False,2013,62000,3.0,False
1750,False,2010,106000,2.0,False
7895,True,2015,34000,2.0,False
2500,True,2014,136842,1.0,False
2995,False,2007,61038,,True
2995,False,2009,47988,,True
3840,False,2014,64000,2.0,False
3995,False,2014,69500,3.0,False
2295,False,2007,38000,1.0,True
4950,False,2009,88000,8.0,False
1995,False,2010,94000,,True
4795,False,2010,47000,1.0,False
2495,False,2008,63960,2.0,True
3650,False,2009,113000,3.0,True
4750,False,2011,80000,1.0,False
3995,False,2009,96000,,False
2490,False,2007,42800,,True
2995,False,2009,47988,,True
3995,False,2010,87986,,False
5450,False,2014,67176,2.0,False
2095,False,2011,128000,2.0,False
3985,False,2012,125000,,False
4695,False,2015,90000,,False
6990,False,2011,80000,,False
1995,False,2007,82000,,True
2495,False,2003,136782,1.0,True
2350,False,2009,104000,5.0,True
4795,False,2008,93000,2.0,True
5995,False,2013,52000,,False
1499,False,2008,113187,2.0,True
10970,True,2019,91000,1.0,False
10970,True,2019,91000,1.0,False
5199,False,2011,166941,,False
4000,False,2009,110000,,False
1295,False,2005,84000,5.0,True
2395,False,2007,148000,6.0,True
7995,False,2014,112000,4.0,False
3795,False,2008,58000,,True
2495,False,2011,76100,2.0,False
2495,False,2011,112000,4.0,False
5480,False,2014,73623,1.0,False
6295,False,2014,102000,,False
2395,False,2001,130100,5.0,False
10970,True,2019,91000,1.0,False
3195,False,2005,28408,,True
4795,False,2012,90000,1.0,False
3850,False,2012,66000,4.0,False
5995,False,2014,136000,2.0,False
3490,False,2011,99355,,False
2395,False,2006,53450,,True
10295,True,2015,119000,3.0,False
5400,False,2013,39000,,False
5395,False,2011,126000,2.0,False
2699,False,2010,56000,3.0,True
5550,True,2015,72700,2.0,False
795,False,2004,274100,6.0,False
7990,False,2012,80000,,False
3995,False,2010,87986,,False
5995,False,2016,31500,,False
6790,False,2014,37000,,False
3295,False,2013,113000,2.0,False
6999,True,2017,101100,,False
8494,True,2016,158930,1.0,False
9989,False,2013,109000,,False
3395,False,2010,102858,,False
2245,False,2010,113000,4.0,True
6495,False,2013,52000,2.0,False
3695,True,2014,73997,5.0,False
1895,False,2005,87100,5.0,True
3195,False,2005,28408,,True
2995,False,2007,79011,,True
4500,False,2012,66933,,False
2495,False,2009,87799,,True
1995,False,2003,117562,2.0,True
3800,True,2015,119618,2.0,False
5689,False,2014,20900,,False
2795,False,2007,80000,,True
3690,False,2011,142136,3.0,False
6500,False,2013,52000,2.0,False
7995,True,2017,69000,1.0,False
5995,True,2016,74000,2.0,False
1499,False,2008,113187,2.0,True
10970,True,2019,91000,1.0,False
4990,False,2014,67000,,False
6595,False,2012,62160,3.0,False
6793,True,2017,39000,3.0,False
6795,True,2017,72040,4.0,False
2495,False,2009,106000,3.0,True
2995,False,2009,47988,,True
3699,False,2000,64267,4.0,False
7900,False,2013,110000,,False
3450,False,2011,65220,2.0,False
7750,False,2014,87000,,False
3999,False,2012,96426,,False
1990,False,2012,120863,,False
4990,False,2014,67000,,False
3195,False,2005,28408,,True
1595,False,2007,86500,3.0,True
3595,False,2011,92000,4.0,False
8990,False,2015,87000,3.0,False
6800,True,2013,87898,1.0,False
5000,True,2016,79000,,False
7799,False,2015,29740,3.0,False
6000,False,2014,122000,,False
4295,False,2009,38364,2.0,True
2990,False,2009,30213,1.0,True
2995,False,2012,98000,3.0,False
2500,True,2014,136842,1.0,False
3195,False,2005,28408,,True
3995,False,2010,87986,,False
3995,False,2002,73100,5.0,False
6950,False,2011,112857,,False
9900,False,2014,77000,,False
4995,False,2007,95000,6.0,True
3200,False,2011,47506,3.0,False
2250,False,2009,86000,4.0,True
5495,False,2014,35000,2.0,False
2495,False,2003,89644,,False
15699,True,2018,46010,2.0,False
2895,False,2012,70100,2.0,False
3995,False,2010,87986,,False
3495,False,2009,85489,,True
9750,True,2016,124000,1.0,False
5990,False,2008,158000,4.0,True
6949,False,2013,50094,4.0,False
3195,False,2011,93200,3.0,False
