Price,Emission Class_Euro 6,Registration_Year,Mileage(miles),Previous Owners,Emission Class_Euro 4
2595,False,2012,105000,6.0,False
4490,False,2012,89125,,False
8000,False,2009,32090,2.0,True
14395,True,2021,14791,1.0,False
8201,True,2016,42941,1.0,False
5390,False,2014,60695,,False
15970,True,2021,11500,1.0,False
13495,True,2018,24008,2.0,False
6790,False,2011,104265,2.0,False
7750,True,2016,92823,2.0,False
7795,False,2013,57000,,False
7650,True,2016,49050,,False
6795,True,2013,80000,,False
8395,True,2016,71521,2.0,False
6495,True,2017,74434,2.0,False
5390,False,2014,60695,,False
11890,True,2021,49908,,False
13495,True,2020,4750,,False
9699,True,2017,53150,2.0,False
5000,False,2012,49000,4.0,False
9295,False,2013,101000,,False
9600,True,2015,102500,2.0,False
6495,True,2016,49330,2.0,False
9095,True,2019,112398,1.0,False
11890,True,2021,49908,,False
16555,True,2017,68603,1.0,False
13995,True,2016,84881,,False
5490,False,2011,115307,4.0,False
5000,False,2014,82054,3.0,False
7495,True,2015,47923,2.0,False
5190,False,2013,60513,,False
11195,True,2019,118367,1.0,False
9495,True,2016,42091,3.0,False
6495,True,2017,74434,2.0,False
16555,True,2017,68603,1.0,False
5390,False,2014,60695,,False
14577,True,2020,34453,1.0,False
13799,True,2016,70142,2.0,False
4799,False,2015,64705,1.0,False
4250,True,2013,73193,,False
13990,True,2020,37000,1.0,False
8295,True,2015,71062,2.0,False
2990,False,2007,117000,4.0,True
6698,False,2014,27955,2.0,False
13780,True,2020,20730,1.0,False
10700,True,2019,16420,,False
13000,True,2019,51179,1.0,False
8599,True,2018,38064,3.0,False
6985,True,2017,65526,1.0,False
10999,True,2017,39043,3.0,False
14395,True,2019,53348,,False
7548,False,2015,48873,2.0,False
1795,False,2006,110000,4.0,True
11890,True,2021,49908,,False
5390,False,2014,60695,,False
13850,True,2019,60400,5.0,False
13499,True,2019,20114,1.0,False
9895,True,2018,79147,1.0,False
4990,False,2012,89000,3.0,False
10999,True,2018,66084,2.0,False
11995,False,2013,46450,,False
15495,True,2019,37199,2.0,False
4690,False,2011,104930,3.0,False
4990,False,2012,76000,,False
9994,True,2018,40411,2.0,False
12000,False,2010,86000,,False
11500,True,2017,58552,2.0,False
15999,True,2019,48463,1.0,False
6199,False,2014,65814,1.0,False
6440,True,2016,101664,1.0,False
16555,True,2017,68603,1.0,False
5390,False,2014,60695,,False
8855,False,2012,74280,2.0,False
9495,True,2019,127501,,False
9000,True,2016,118362,2.0,False
5990,False,2012,69000,,False
12450,True,2021,14995,,False
7000,False,2014,77000,,False
7995,True,2015,80000,2.0,False
5995,False,2014,76000,3.0,False
1850,False,2009,105472,4.0,True
17599,True,2019,26607,,False
16555,True,2017,68603,1.0,False
8998,True,2017,48776,,False
10599,True,2019,37726,3.0,False
6136,False,2013,68521,2.0,False
6500,True,2016,67878,5.0,False
8995,False,2012,65000,,False
16495,True,2017,64000,2.0,False
9495,False,2012,58077,,False
7499,True,2016,54000,1.0,False
11995,True,2019,36410,2.0,False
3790,False,2011,112000,2.0,False
10750,False,2014,46000,3.0,False
11000,True,2019,45462,1.0,False
11890,True,2021,49908,,False
7995,True,2014,30000,,False
14399,True,2016,71162,2.0,False
5490,True,2017,117856,2.0,False
8590,True,2016,135000,2.0,False
17394,True,2017,75280,4.0,False
10995,True,2020,32894,1.0,False
3995,False,2012,99141,2.0,False
5390,False,2014,60695,,False
6795,False,2014,135000,3.0,False
2995,False,2011,89999,,False
10700,True,2019,16420,,False
17599,True,2019,26607,,False
6999,False,2012,62000,3.0,False
8499,True,2016,41387,2.0,False
8995,True,2015,145000,,False
15970,True,2021,11500,1.0,False
9977,True,2016,52000,2.0,False
9290,True,2016,63042,4.0,False
6495,True,2016,98593,,False
17670,True,2021,14385,1.0,False
17599,True,2019,26607,,False
4995,False,2014,128884,1.0,False
9999,True,2016,48208,2.0,False
6500,True,2018,109876,,False
21495,True,2023,1048,1.0,False
4195,False,2012,134000,4.0,False
4450,False,2010,79208,1.0,False
10995,True,2013,58245,,False
14495,True,2018,40461,2.0,False
14807,True,2019,16000,1.0,False
2495,False,2007,135000,,True
13000,True,2019,51179,1.0,False
5390,False,2014,60695,,False
9195,True,2017,46435,2.0,False
5500,False,2015,141000,3.0,False
14399,True,2014,70981,1.0,False
9717,True,2019,39290,1.0,False
8995,True,2017,78477,2.0,False
15499,True,2021,18842,1.0,False
7150,False,2013,103895,,False
4199,False,2009,47800,3.0,True
6500,False,2011,114000,,False
1850,False,2009,105472,4.0,True
14990,True,2020,45774,,False
11890,True,2021,49908,,False
8299,True,2017,65354,2.0,False
5950,False,2013,105000,,False
4490,False,2010,109000,4.0,True
8114,True,2014,50150,1.0,False
14549,True,2020,47228,1.0,False
3495,False,2013,83467,3.0,False
8899,True,2016,45429,2.0,False
2995,False,2011,89999,,False
15970,True,2021,11500,1.0,False
5390,False,2014,60695,,False
9995,True,2016,51351,2.0,False
4995,True,2015,102000,3.0,False
20999,True,2019,34000,2.0,False
5800,True,2014,150000,4.0,False
7995,True,2017,90000,2.0,False
6995,False,2015,90000,,False
10900,False,2014,57000,4.0,False
5390,False,2014,60695,,False
13000,True,2019,51179,1.0,False
11495,True,2020,40497,1.0,False
14599,True,2019,21650,2.0,False
5250,False,2014,56567,3.0,False
7490,False,2013,129000,,False
5500,True,2014,49398,1.0,False
9375,True,2016,95563,1.0,False
6999,True,2017,58498,3.0,False
10500,True,2016,65000,1.0,False
3990,False,2012,100000,3.0,False
4000,False,2011,73000,2.0,False
13000,True,2019,51179,1.0,False
13000,True,2019,51179,1.0,False
13499,True,2020,40571,1.0,False
11995,True,2017,136225,,False
11445,True,2019,29183,1.0,False
11750,True,2016,75500,2.0,False
6000,False,2014,20890,1.0,False
7850,True,2016,33918,,False
7280,True,2016,96000,2.0,False
6495,True,2017,74434,2.0,False
13000,True,2019,51179,1.0,False
14990,True,2020,45774,,False
10495,True,2015,39998,,False
9299,True,2019,13179,1.0,False
15495,True,2016,71127,,False
9000,True,2017,154983,1.0,False
5990,False,2015,92244,,False
4950,False,2010,170000,4.0,False
12650,True,2016,55650,1.0,False
5850,False,2014,152229,2.0,False
15399,True,2021,44434,1.0,False
2495,False,2007,135000,,True
5390,False,2014,60695,,False
15970,True,2021,11500,1.0,False
12995,True,2021,19609,1.0,False
8499,True,2016,65500,2.0,False
5900,False,2014,31000,2.0,False
10995,True,2018,12592,,False
7490,False,2014,94052,,False
11999,True,2020,12153,1.0,False
3290,False,2011,65309,3.0,False
10995,True,2018,33824,1.0,False
8950,True,2016,42526,1.0,False
2495,False,2007,135000,,True
15970,True,2021,11500,1.0,False
17670,True,2021,14385,1.0,False
9495,True,2017,60496,1.0,False
15877,True,2019,24000,1.0,False
8995,False,2013,70000,2.0,False
7990,True,2015,20295,,False
10209,True,2019,33773,,False
6750,False,2010,113000,3.0,False
8199,True,2018,36224,2.0,False
1795,False,2006,110000,4.0,True
14990,True,2020,45774,,False
17670,True,2021,14385,1.0,False
11225,True,2021,35643,1.0,False
7990,False,2014,108999,,False
12999,True,2020,17439,1.0,False
9999,True,2018,19455,5.0,False
13899,True,2020,30310,1.0,False
12999,True,2018,23800,2.0,False
24444,True,2019,22189,,False
14495,True,2017,40243,2.0,False
2495,False,2007,135000,,True
17670,True,2021,14385,1.0,False
13000,True,2019,51179,1.0,False
7995,False,2013,43000,,False
10299,True,2020,36633,1.0,False
14781,True,2019,52355,1.0,False
4400,False,2011,47000,,False
5995,False,2006,66347,3.0,True
8298,True,2017,56118,,False
10200,True,2017,42449,2.0,False
9400,False,2014,75000,,False
7699,True,2017,45673,3.0,False
2495,False,2007,135000,,True
11890,True,2021,49908,,False
17670,True,2021,14385,1.0,False
7350,True,2017,78907,,False
12977,True,2016,39000,1.0,False
16199,True,2021,46179,1.0,False
4995,False,2011,129000,,False
11995,False,2014,73000,,False
6500,True,2016,83000,3.0,False
12771,True,2021,10378,1.0,False
7533,True,2017,50538,1.0,False
12999,True,2021,28198,1.0,False
1850,False,2009,105472,4.0,True
16555,True,2017,68603,1.0,False
11000,True,2019,45462,1.0,False
12995,True,2018,42771,2.0,False
14795,True,2020,12816,1.0,False
10000,True,2018,164582,1.0,False
9995,True,2016,59685,1.0,False
10995,True,2013,49000,,False
9995,True,2016,60758,3.0,False
9999,True,2021,7083,2.0,False
15995,True,2017,87000,,False
6495,True,2017,74434,2.0,False
14990,True,2020,45774,,False
17670,True,2021,14385,1.0,False
7295,True,2018,31961,,False
6600,True,2015,77474,2.0,False
12695,True,2015,57199,,False
5990,False,2011,50000,,False
7195,False,2012,62000,,False
6999,False,2014,126502,2.0,False
12795,True,2018,45049,,False
1850,False,2009,105472,4.0,True
17670,True,2021,14385,1.0,False
10700,True,2019,16420,,False
10899,True,2019,41729,2.0,False
25100,True,2019,26994,,False
12599,True,2019,17544,1.0,False
12697,True,2019,10627,1.0,False
12895,True,2020,76773,,False
9450,True,2017,21670,,False
7097,True,2016,58058,2.0,False
8990,True,2016,67109,3.0,False
14495,True,2019,43841,1.0,False
10700,True,2019,16420,,False
16555,True,2017,68603,1.0,False
11890,True,2021,49908,,False
7999,True,2015,153627,,False
5990,False,2011,75321,,False
11998,True,2020,32781,,False
14499,True,2021,42160,1.0,False
8999,True,2019,34540,2.0,False
6999,False,2013,100762,,False
4750,True,2015,84811,3.0,False
6150,False,2013,95548,2.0,False
17670,True,2021,14385,1.0,False
10700,True,2019,16420,,False
6800,True,2014,32400,2.0,False
4277,False,2013,82400,,False
30000,True,2017,46000,2.0,False
6250,False,2013,127000,3.0,False
14999,True,2020,33000,1.0,False
8499,True,2017,54111,2.0,False
11799,True,2020,28865,2.0,False
10999,True,2020,13109,1.0,False
1795,False,2006,110000,4.0,True
10700,True,2019,16420,,False
10700,True,2019,16420,,False
7250,True,2015,90395,2.0,False
11029,True,2019,33517,1.0,False
9564,True,2019,44106,1.0,False
8695,True,2018,91344,1.0,False
14983,True,2021,6561,,False
5400,False,2013,50849,4.0,False
11999,True,2017,9000,1.0,False
6999,True,2017,33211,,False
10700,True,2019,16420,,False
15970,True,2021,11500,1.0,False
11520,True,2018,29258,2.0,False
16095,True,2017,45000,3.0,False
10995,False,2013,88000,,False
12299,True,2020,26831,1.0,False
9495,True,2016,12214,2.0,False
12295,True,2014,63276,,False
6030,True,2015,111681,1.0,False
16250,True,2020,19195,,False
6495,True,2017,74434,2.0,False
17670,True,2021,14385,1.0,False
13000,True,2019,51179,1.0,False
9300,True,2019,29871,,False
21495,True,2023,16228,1.0,False
6550,True,2017,104000,2.0,False
4300,False,2012,45000,,False
6995,False,2013,28249,,False
6495,False,2013,81761,3.0,False
14000,True,2017,50888,1.0,False
13995,True,2018,58223,2.0,False
4000,False,2011,73000,2.0,False
13000,True,2019,51179,1.0,False
17599,True,2019,26607,,False
2685,False,2008,75000,,True
6495,False,2012,26000,,False
11497,False,2014,65946,2.0,False
5000,False,2006,45979,2.0,True
6499,False,2014,72376,4.0,False
9899,False,2014,31859,2.0,False
5400,False,2011,121433,3.0,False
13995,False,2014,39253,2.0,False
11995,True,2017,36132,2.0,False
17599,True,2019,26607,,False
11890,True,2021,49908,,False
5995,False,2012,38500,1.0,False
3999,False,2013,102500,2.0,False
23600,True,2017,41995,,False
10599,True,2020,43941,1.0,False
7495,False,2011,55035,,False
11999,True,2018,60985,1.0,False
18499,True,2019,24554,1.0,False
11620,True,2016,41284,2.0,False
4280,False,2008,78473,2.0,True
11399,True,2015,41534,1.0,False
11890,True,2021,49908,,False
13000,True,2019,51179,1.0,False
8499,True,2016,47797,4.0,False
8795,True,2016,36000,,False
7900,False,2012,69000,,False
15995,False,2013,44370,4.0,False
6990,True,2015,34000,2.0,False
18695,True,2019,93289,2.0,False
8663,False,2013,75598,2.0,False
13999,True,2021,21469,1.0,False
6495,True,2017,74434,2.0,False
13000,True,2019,51179,1.0,False
14990,True,2020,45774,,False
13919,True,2021,18920,1.0,False
14500,True,2016,74000,2.0,False
19500,True,2018,12716,2.0,False
6990,False,2013,40000,,False
7995,True,2016,47244,2.0,False
12995,True,2018,90120,,False
10361,True,2020,46625,3.0,False
9000,False,2014,78000,,False
11999,True,2020,14829,1.0,False
9000,False,2009,96900,6.0,True
15970,True,2021,11500,1.0,False
5390,False,2014,60695,,False
8460,True,2016,57760,2.0,False
14995,False,1953,84000,,False
10699,True,2017,23250,2.0,False
14444,True,2018,42500,1.0,False
14043,True,2018,55012,2.0,False
14495,True,2018,70542,1.0,False
11199,True,2020,19861,1.0,False
6795,False,2014,28000,,False
9499,False,2014,65767,1.0,False
8900,True,2017,76431,1.0,False
1795,False,2006,110000,4.0,True
5390,False,2014,60695,,False
5390,False,2014,60695,,False
21998,True,2021,15744,1.0,False
4699,False,2013,72878,3.0,False
10900,True,2019,8700,3.0,False
8450,False,2013,60028,,False
6750,False,2011,38500,3.0,False
5800,False,2012,80000,,False
14599,True,2018,29205,,False
14990,True,2020,45774,,False
17670,True,2021,14385,1.0,False
10000,False,2009,72000,3.0,True
9495,True,2019,41491,1.0,False
13999,True,2022,12294,2.0,False
14315,True,2020,15102,1.0,False
10850,False,2007,107500,5.0,True
13399,True,2017,47380,1.0,False
13000,True,2020,16097,1.0,False
1850,False,2009,105472,4.0,True
11890,True,2021,49908,,False
17670,True,2021,14385,1.0,False
12995,True,2017,96354,2.0,False
9299,True,2018,50560,1.0,False
12250,True,2019,45798,4.0,False
13999,True,2021,13451,1.0,False
4990,False,2013,120403,3.0,False
8295,True,2017,97726,1.0,False
22999,True,2021,15387,1.0,False
13499,True,2020,30053,1.0,False
22600,True,2018,24098,2.0,False
14595,True,2018,47313,2.0,False
4000,False,2011,73000,2.0,False
13000,True,2019,51179,1.0,False
5390,False,2014,60695,,False
13364,True,2020,17000,1.0,False
12495,True,2019,43845,1.0,False
15361,True,2016,39611,1.0,False
9495,True,2016,71000,2.0,False
15998,True,2020,22714,,False
7499,True,2015,91000,2.0,False
13150,True,2019,44026,,False
5390,False,2014,60695,,False
10700,True,2019,16420,,False
6995,True,2016,64387,2.0,False
10750,False,2013,126000,,False
10981,True,2016,46500,2.0,False
6995,False,2014,29521,,False
11799,True,2020,20405,2.0,False
9995,True,2019,104795,,False
7490,False,2014,117000,2.0,False
8388,False,2016,155000,2.0,False
10595,True,2019,8981,,False
2495,False,2007,135000,,True
10700,True,2019,16420,,False
17670,True,2021,14385,1.0,False
7499,True,2016,51234,2.0,False
10995,False,2010,80000,6.0,True
6995,False,2013,80000,,False
4450,False,2013,108618,,False
10802,True,2017,52153,2.0,False
4995,True,2017,103359,,False
15000,True,2020,39579,1.0,False
2995,False,2011,89999,,False
11890,True,2021,49908,,False
5390,False,2014,60695,,False
10381,True,2018,33896,2.0,False
18365,True,2023,1,,False
11050,False,2014,66358,5.0,False
25995,True,2023,222,,False
12495,True,2016,62012,1.0,False
12299,True,2017,68273,3.0,False
12495,True,2017,48690,,False
12795,True,2018,68676,2.0,False
10495,False,2013,82000,4.0,False
12699,True,2021,40105,1.0,False
5390,False,2014,60695,,False
11890,True,2021,49908,,False
7180,False,2015,28491,1.0,False
7995,True,2015,63845,,False
18798,True,2020,13271,1.0,False
11495,True,2022,20000,,False
5490,False,2014,49432,,False
7000,False,1988,130000,1.0,False
6850,True,2018,100569,1.0,False
4000,False,2011,73000,2.0,False
13000,True,2019,51179,1.0,False
17670,True,2021,14385,1.0,False
11495,True,2016,120000,,False
23220,True,2020,36795,1.0,False
11699,True,2018,42237,,False
4600,False,2013,121910,1.0,False
11990,True,2018,36046,2.0,False
12500,True,2018,45540,1.0,False
5300,True,2015,57379,3.0,False
21798,True,2020,12080,,False
10999,True,2020,30845,1.0,False
25000,True,2019,34364,1.0,False
1795,False,2006,110000,4.0,True
11890,True,2021,49908,,False
12995,True,2013,38000,1.0,False
9290,True,2018,29264,1.0,False
13150,True,2019,65641,1.0,False
9995,True,2019,36588,,False
14436,True,2021,16983,1.0,False
16995,True,2018,38252,2.0,False
7290,False,2017,42040,,False
14150,True,2022,21777,1.0,False
1795,False,2006,110000,4.0,True
11890,True,2021,49908,,False
15970,True,2021,11500,1.0,False
15799,True,2018,84292,2.0,False
13999,True,2020,13315,1.0,False
12399,True,2020,16497,1.0,False
14499,True,2022,24424,1.0,False
9799,True,2017,33371,2.0,False
17000,True,2019,44956,1.0,False
4395,False,2008,63500,2.0,True
14899,True,2022,10424,1.0,False
16900,True,2021,19385,1.0,False
17670,True,2021,14385,1.0,False
14990,True,2020,45774,,False
5850,False,2013,102000,3.0,False
7995,True,2017,32947,,False
6995,True,2015,48890,,False
16950,True,2016,23982,2.0,False
9195,True,2017,57005,2.0,False
10999,True,2019,6669,1.0,False
6588,False,2011,73500,2.0,False
8490,False,2014,73010,2.0,False
13170,True,2019,17422,2.0,False
10995,False,2013,77250,2.0,False
2495,False,2007,135000,,True
17670,True,2021,14385,1.0,False
15970,True,2021,11500,1.0,False
15500,False,2015,111643,4.0,False
16995,True,2017,39950,1.0,False
11490,True,2015,100000,,False
5495,False,2014,67000,,False
7995,True,2016,53727,1.0,False
6750,False,2023,55559,,False
12995,True,2019,20704,2.0,False
12299,True,2019,36000,2.0,False
11289,True,2016,67202,1.0,False
11000,True,2019,45462,1.0,False
8490,False,2006,50679,5.0,True
12999,True,2018,26286,1.0,False
15500,True,2014,84400,5.0,False
11795,True,2017,41887,2.0,False
10999,True,2018,44728,2.0,False
16099,True,2017,47964,1.0,False
13199,True,2018,62000,1.0,False
4575,False,2005,160291,1.0,True
10256,True,2018,31595,2.0,False
17599,True,2019,26607,,False
13000,True,2019,51179,1.0,False
14447,True,2016,60459,3.0,False
13999,True,2021,8720,1.0,False
13499,True,2022,28688,1.0,False
17899,True,2019,55461,2.0,False
7790,True,2016,80861,2.0,False
16899,True,2020,7794,1.0,False
8799,True,2019,39065,3.0,False
7500,False,2012,128000,3.0,False
4400,False,2012,36063,2.0,False
4000,False,2011,73000,2.0,False
5390,False,2014,60695,,False
10700,True,2019,16420,,False
10998,True,2019,22506,2.0,False
9995,True,2016,97000,2.0,False
4700,False,2013,50000,,False
11000,True,2019,45462,1.0,False
8995,False,2015,72400,2.0,False
9299,False,2013,58700,2.0,False
17899,True,2022,18746,1.0,False
10498,True,2016,34133,,False
10700,True,2019,16420,,False
10999,True,2019,26000,1.0,False
15999,True,2020,21000,1.0,False
33900,True,2019,92000,1.0,False
23910,True,2020,23178,1.0,False
8695,True,2018,25846,1.0,False
13499,True,2020,19632,1.0,False
1850,False,2009,105472,4.0,True
10700,True,2019,16420,,False
6995,True,2014,57237,2.0,False
18515,True,2023,1,,False
10883,True,2017,26451,,False
15862,True,2019,29246,2.0,False
12999,True,2014,85000,2.0,False
9990,True,2016,70325,3.0,False
28240,True,2019,45155,1.0,False
7695,True,2016,44500,,False
9990,False,2012,96000,2.0,False
13995,True,2020,6461,1.0,False
13000,True,2019,51179,1.0,False
17599,True,2019,26607,,False
25995,False,2015,36363,,False
9500,True,2018,49047,2.0,False
10699,True,2020,41485,1.0,False
8995,False,2014,119842,,False
10300,True,2015,61000,2.0,False
18499,True,2021,4000,1.0,False
13599,True,2020,17782,1.0,False
10600,True,2019,30407,1.0,False
14999,True,2019,30287,1.0,False
17999,True,2021,58256,2.0,False
17599,True,2019,26607,,False
11999,True,2018,33156,1.0,False
500,False,2007,138061,5.0,True
750,False,2007,124512,3.0,True
2999,False,2008,118000,,True
400,False,2010,120842,4.0,False
499,False,2007,111875,4.0,True
700,False,2006,114053,1.0,True
799,False,2004,131848,4.0,False
640,False,2004,71000,,True
700,False,2008,70321,6.0,True
850,False,2009,92000,3.0,True
1575,False,2010,118000,3.0,False
11999,True,2018,33156,1.0,False
1000,False,2004,93552,4.0,True
950,False,2009,127000,5.0,True
800,False,2008,103200,3.0,True
950,False,2005,62694,4.0,False
1990,False,2012,81000,4.0,False
1695,False,2008,66700,,True
1500,False,2008,48000,3.0,True
1000,False,2008,99513,3.0,True
795,False,2012,98000,5.0,False
1495,False,2005,64000,,False
699,False,2004,159630,1.0,False
2990,False,2014,91000,2.0,False
595,False,2003,174009,1.0,True
945,False,2011,89500,5.0,False
1500,False,2006,77175,3.0,True
799,False,2005,117072,4.0,True
800,False,2008,99464,5.0,True
700,False,2001,168870,1.0,False
4495,False,2007,115000,,True
2789,True,2015,135000,,False
6698,False,2013,61637,,False
1000,False,2005,78648,1.0,True
2999,False,2010,121639,3.0,False
1989,False,2010,75000,4.0,False
450,False,2005,115000,,True
875,False,2010,175000,5.0,False
1990,False,2010,64000,5.0,False
990,False,2003,91000,8.0,True
2490,False,2010,111000,6.0,False
1548,False,2009,86786,,True
999,False,2005,129000,,True
795,False,2012,98000,5.0,False
9149,True,2016,55301,,False
1895,False,2013,129100,6.0,False
850,False,2008,142900,,True
2990,False,2010,26000,1.0,True
1295,False,2007,116000,3.0,True
1495,False,2013,168100,4.0,False
1575,False,2010,118000,3.0,False
1995,False,2010,106583,,False
1295,False,2013,70984,8.0,False
2499,True,2015,100000,4.0,False
2199,False,2014,100000,4.0,False
1990,False,2012,81000,4.0,False
13399,True,2017,42847,,False
10707,True,2020,11589,1.0,False
1490,False,2005,104000,5.0,True
2994,False,2011,135000,,False
1370,False,2010,115826,1.0,False
2450,False,2012,98000,2.0,False
3480,True,2016,101000,1.0,False
795,False,2012,98000,5.0,False
1995,False,2012,107000,,False
1000,False,2008,112654,4.0,True
3350,True,2015,88000,3.0,False
795,False,2012,98000,5.0,False
10998,True,2020,39993,,False
1985,False,2009,172000,,True
3495,False,2012,127000,,False
1495,False,2004,92700,,False
1489,False,2007,145000,,True
3850,False,2014,98000,3.0,False
899,False,2007,149154,4.0,True
1295,False,2009,123000,3.0,True
1990,False,2002,93000,5.0,False
2789,True,2015,135000,,False
795,False,2012,98000,5.0,False
10707,True,2020,11589,1.0,False
11999,True,2018,33156,1.0,False
1800,False,2004,40000,4.0,False
4310,False,2013,67710,2.0,False
995,False,2006,83653,5.0,True
1295,False,2009,102000,,True
2400,False,2013,62203,6.0,False
995,False,2007,110000,3.0,True
2500,False,2009,94932,2.0,True
1395,False,2005,92000,,False
895,False,2008,114312,9.0,True
2250,False,2011,86997,2.0,False
1989,False,2010,75000,4.0,False
10998,True,2020,39993,,False
9990,True,2018,61981,2.0,False
1395,False,2002,125000,,False
1985,False,2007,106000,5.0,True
895,False,2003,104000,,False
994,False,2007,127000,3.0,True
1989,False,2010,97000,3.0,True
2595,False,2013,59000,,False
1000,False,2006,76874,4.0,True
795,False,2012,98000,5.0,False
9990,True,2018,61981,2.0,False
9149,True,2016,55301,,False
2795,False,2015,162000,,False
1795,False,2009,107819,,True
3000,False,2014,126000,7.0,False
1399,False,2010,117000,4.0,True
950,False,2007,192567,5.0,True
2250,False,2008,128000,,True
3995,False,2012,137000,3.0,False
1750,False,2000,86336,3.0,True
2150,False,2006,99000,,True
1499,False,2007,77000,4.0,True
2789,True,2015,135000,,False
9149,True,2016,55301,,False
10998,True,2020,39993,,False
1290,False,2002,160000,5.0,False
2489,False,2012,110000,2.0,False
990,False,2007,74520,,True
1895,False,2010,118000,4.0,True
1994,False,2006,145000,,True
2000,False,2011,114000,5.0,False
1950,False,2012,169000,,False
1100,False,2003,48276,5.0,False
2000,False,2010,86000,,True
1990,False,2012,81000,4.0,False
13399,True,2017,42847,,False
4999,True,2015,60139,2.0,False
2495,False,2012,121723,,False
1495,False,2007,90285,3.0,True
1295,False,2005,87637,,True
2495,False,2015,106500,3.0,False
1795,False,2008,79000,3.0,True
1299,False,2006,96000,5.0,True
2490,False,2010,93000,,True
15700,True,2017,70000,1.0,False
2500,False,2011,107000,2.0,False
3850,False,2014,98000,3.0,False
4999,True,2015,60139,2.0,False
6698,False,2013,61637,,False
2695,False,2010,92000,,False
1495,False,2001,72200,,False
3495,False,2013,79567,1.0,False
2450,False,2011,78582,3.0,False
2495,False,2010,70930,,True
3250,True,2017,118000,1.0,False
3489,False,2011,97000,,False
1795,False,2010,109400,,True
1995,False,2008,83404,,True
999,False,2009,95942,7.0,True
1575,False,2010,118000,3.0,False
1999,False,2010,120000,3.0,False
1250,False,2009,190000,3.0,True
999,False,2001,85010,3.0,False
999,False,2005,77000,3.0,True
1190,False,2006,94519,1.0,True
1995,False,2010,137580,3.0,False
1500,False,2011,136000,4.0,False
1995,False,2010,86000,5.0,False
1000,False,2002,90081,4.0,True
993,False,2008,104000,2.0,True
11999,True,2018,33156,1.0,False
999,False,2005,97632,,True
3995,False,2013,95000,4.0,False
1350,False,2008,111000,5.0,True
1475,False,2005,104000,,False
1499,False,2010,115640,,True
2000,False,2011,48000,4.0,False
2990,False,2010,129000,5.0,False
790,False,2009,87464,,True
1495,False,2010,124530,,True
1489,False,2007,145000,,True
10707,True,2020,11589,1.0,False
1495,False,2004,85000,,True
1795,False,2004,69000,3.0,True
1195,False,2000,153636,,False
1650,False,2010,112000,,False
1995,False,2009,109091,,True
700,False,2007,91617,,True
993,False,2006,135000,4.0,True
3494,False,2005,107000,,True
2795,False,2010,112000,,False
10998,True,2020,39993,,False
4999,True,2015,60139,2.0,False
3500,False,2014,85434,4.0,False
1000,False,2003,78715,,True
500,False,2007,115083,7.0,True
2299,False,2009,153092,2.0,True
1450,False,2009,94700,1.0,False
2495,False,2004,24000,,False
3989,False,2012,76000,4.0,False
2489,False,2008,68000,2.0,True
1450,False,2006,109000,,True
1995,False,2004,75061,,False
6698,False,2013,61637,,False
10707,True,2020,11589,1.0,False
1490,False,2006,79000,,True
2500,False,2006,160000,,False
975,False,2006,136000,6.0,True
1250,False,2009,128000,,True
2850,False,2010,87000,,False
2500,False,2010,65500,3.0,False
2995,False,2009,138000,,False
2495,False,2010,81710,,False
2480,False,2010,90000,3.0,True
2190,False,2012,121255,,False
1489,False,2007,145000,,True
10707,True,2020,11589,1.0,False
1495,False,2005,75000,,False
1695,False,2009,115000,1.0,True
999,False,2004,128000,,False
3494,True,2015,146000,,False
1880,False,2004,71360,2.0,False
2799,False,2009,65000,3.0,True
1990,False,2009,60160,1.0,True
6995,False,2012,65000,,False
2789,True,2015,135000,,False
6698,False,2013,61637,,False
4999,True,2015,60139,2.0,False
2989,False,2014,70020,,False
1450,False,2009,115000,9.0,True
2450,False,1991,120000,,False
2390,False,2009,83985,,True
3490,False,2011,129000,6.0,False
2500,False,2009,98785,3.0,False
994,False,2004,89000,,False
2495,False,2009,66203,,True
1495,False,2004,124000,,False
1190,False,2006,138000,,True
3850,False,2014,98000,3.0,False
9990,True,2018,61981,2.0,False
6000,False,2014,64000,2.0,False
1495,False,2005,84000,,True
1100,False,2007,54000,3.0,True
3095,False,2011,89839,,False
1995,False,2007,132000,3.0,True
2500,False,2013,64000,7.0,False
4190,False,2013,76000,2.0,False
1789,False,2002,62000,,False
3495,False,2013,98800,4.0,False
1990,False,2012,81000,4.0,False
11999,True,2018,33156,1.0,False
9990,True,2018,61981,2.0,False
2999,False,2008,56000,,True
6495,False,2014,160214,3.0,False
2000,False,2012,110000,,False
2795,False,2007,72000,2.0,True
1990,False,2007,109000,,True
1500,False,2008,93000,3.0,True
1995,False,2008,103000,,True
2195,False,2007,87000,8.0,True
995,False,2007,50879,3.0,True
1000,False,2008,112654,4.0,True
9990,True,2018,61981,2.0,False
2695,False,2009,80210,,True
1095,False,2011,143500,4.0,False
2000,False,2013,110000,,False
1325,False,2004,143598,,False
2485,False,2001,76185,,False
1390,False,2010,107000,6.0,True
2250,False,2011,107000,3.0,False
1675,False,2013,119000,3.0,False
2495,False,2005,123000,7.0,False
3350,False,2010,124184,,False
1575,False,2010,118000,3.0,False
2985,False,2011,111866,2.0,False
2495,False,2011,88126,3.0,False
1595,False,2007,97000,7.0,True
2499,False,2010,75000,2.0,False
1795,False,2008,136404,4.0,True
3500,False,2012,112000,,False
2495,False,2005,102000,,False
